,name,startYear,endYear,in_production,creators,cast,overview,genres,country_names,runtimes,actor_popularity,number_of_seasons,number_of_episodes,averageRating,numVotes,poster_path,popularity,key,text_concat,lemmatized_text
1154,Baymax !,2022,2022,False,,"Scott Adsit, Ryan Potter","Retour dans la ville imaginaire de San Fransokyo, où l’imposant robot gonflable Baymax, compagnon de santé personnel, s’efforce d’accomplir sa mission : aider et soigner les gens.","Animation, Familial",États-Unis,12,9.085,1,6,7.2,8924,https://image.tmdb.org/t/p/original/muzgYvvFniQnwiTdAvfMCEkHsT4.jpg,19.334,https://www.youtube.com/watch?v=wP-UvnBYkJk,"Baymax !  Scott Adsit, Ryan Potter Retour dans la ville imaginaire de San Fransokyo, où l’imposant robot gonflable Baymax, compagnon de santé personnel, s’efforce d’accomplir sa mission : aider et soigner les gens. Animation, Familial États-Unis","bayma !   Scott Adsit , Ryan potter retour dans le ville imaginaire de San Fransokyo , où l’ imposant robot gonflable Baymax , compagnon de santé personnel , s’ efforcer d’ accomplir son mission : aider et soigner le gens . animation , Familial États-Unis"
1155,Detectorists,2014,2017,False,Mackenzie Crook,"Mackenzie Crook, Toby Jones, Rachael Stirling, Gerard Horan, Divian Ladwa, Laura Checkley, Pearce Quigley, Sophie Thompson, Orion Ben","Deux amis partagent une même passion : la détection des métaux. Ensemble, ils partent avec leurs appareils à la recherche du trésor qui les rendra riches et célèbres. Mais l'un d'eux, Andy, est davantage intéressé par les nouvelles découvertes lui permettant de progresser en tant qu'archéologue amateur...",Comédie,Royaume-Uni,30,10.049333333333333,3,18,8.6,22502,https://image.tmdb.org/t/p/original/eclnU0b9BbvykXoXEd3CGAFwJUO.jpg,21.068,https://www.youtube.com/watch?v=NgN7z0SD8v8,"Detectorists Mackenzie Crook Mackenzie Crook, Toby Jones, Rachael Stirling, Gerard Horan, Divian Ladwa, Laura Checkley, Pearce Quigley, Sophie Thompson, Orion Ben Deux amis partagent une même passion : la détection des métaux. Ensemble, ils partent avec leurs appareils à la recherche du trésor qui les rendra riches et célèbres. Mais l'un d'eux, Andy, est davantage intéressé par les nouvelles découvertes lui permettant de progresser en tant qu'archéologue amateur... Comédie Royaume-Uni","Detectorists Mackenzie Crook Mackenzie Crook , Toby Jones , Rachael Stirling , Gerard Horan , Divian Ladwa , Laura Checkley , Pearce Quigley , Sophie Thompson , orion Ben Deux ami partager un même passion : le détection de métal .   ensemble , il partir avec leur appareil à le recherche de trésor qui le rendra riche et célèbre . mais le un de lui , Andy , être davantage intéresser par le nouveau découverte luire permettre de progresser en tant que archéologu amateur ... comédie Royaume - Uni"
1156,BMF,2021,2024,True,Randy Huggins,Jerel Xavier Alston,"Le drame sur le trafic de drogue est inspiré de l'histoire vraie de deux frères qui sont sortis des rues délabrées du sud-ouest de Détroit à la fin des années 1980 et ont donné naissance à l'une des familles criminelles les plus influentes du pays. Il tourne autour des frères Demetrius ""Big Meech"" Flenory et Terry ""Southwest T"" Flenory, qui ont ensemble porté leur vision au-delà du trafic de drogue et dans le monde du hip-hop. Le drame, par Starz, racontera une histoire sur l'amour, la famille et le capitalisme dans la poursuite du rêve américain.","Drame, Crime",États-Unis,52,0.778,3,28,7.4,7167,https://image.tmdb.org/t/p/original/uQWiaco5wlBo7H867oreGGldUZn.jpg,27.888,https://www.youtube.com/watch?v=RipiwMg_ofA,"BMF Randy Huggins Jerel Xavier Alston Le drame sur le trafic de drogue est inspiré de l'histoire vraie de deux frères qui sont sortis des rues délabrées du sud-ouest de Détroit à la fin des années 1980 et ont donné naissance à l'une des familles criminelles les plus influentes du pays. Il tourne autour des frères Demetrius ""Big Meech"" Flenory et Terry ""Southwest T"" Flenory, qui ont ensemble porté leur vision au-delà du trafic de drogue et dans le monde du hip-hop. Le drame, par Starz, racontera une histoire sur l'amour, la famille et le capitalisme dans la poursuite du rêve américain. Drame, Crime États-Unis","BMF Randy Huggins Jerel Xavier Alston le drame sur le trafic de drogue être inspirer de le histoire vrai de deux frère qui être sortir de rue délabrée de sud-ouest de Détroit à le fin de année 1980 et avoir donner naissance à le un de famille criminel le plus influent de pays . il tourne autour de frère Demetrius "" big Meech "" flenory et Terry "" Southwest t "" flenory , qui avoir ensemble porter son vision au-delà de trafic de drogue et dans le monde de hip-hop . le drame , par Starz , raconter un histoire sur le amour , le famille et le capitalisme dans le poursuite de rêve américain . drame , Crime États-Unis"
1157,Voyage dans l'espace temps,2010,2017,False,Geoffrey Sharp,Morgan Freeman,"Morgan Freeman, acteur maintes fois récompensé, a aussi la tête dans les étoiles. Dans cette série exceptionnelle qu'il produit et qu'il commente, il nous invite à un voyage intersidéral à la découverte des plus grands mystères de l'univers. Il nous fournit ainsi des clés pour répondre à des questions que nous nous posons tous : Qui sommes-nous ? D'où venons-nous ? Y a-t-il de la vie sur d'autres planètes ? Suivez cet hôte d'exception hors des frontières de notre système solaire !",Documentaire,États-Unis,44,60.213,8,62,8.6,18614,https://image.tmdb.org/t/p/original/6ByR0G9erfhjmrmQCGWGkCwgHfi.jpg,25.06,https://www.youtube.com/watch?v=5IawpF062Ds,"Voyage dans l'espace temps Geoffrey Sharp Morgan Freeman Morgan Freeman, acteur maintes fois récompensé, a aussi la tête dans les étoiles. Dans cette série exceptionnelle qu'il produit et qu'il commente, il nous invite à un voyage intersidéral à la découverte des plus grands mystères de l'univers. Il nous fournit ainsi des clés pour répondre à des questions que nous nous posons tous : Qui sommes-nous ? D'où venons-nous ? Y a-t-il de la vie sur d'autres planètes ? Suivez cet hôte d'exception hors des frontières de notre système solaire ! Documentaire États-Unis","voyage dans le espace temps Geoffrey Sharp Morgan Freeman Morgan Freeman , acteur maint fois récompensé , avoir aussi le tête dans le étoile . dans ce série exceptionnelle que il produire et que il comment , il nous invite à un voyage intersidéral à le découverte de plus grand mystère de le univers . il nous fournir ainsi un clé pour répondre à un question que nous nous poser tout : qui être nous ? de où venir nous ? y avoir -t il de le vie sur de autre planète ? suivre ce hôte de exception hors un frontière de notre système solaire ! documentaire États-Unis"
1158,Under the Bridge,2024,2024,False,Quinn Shephard,"Lily Gladstone, Vritika Gupta, Chloe Guidry, Javon Walton, Izzy G., Aiyana Goodfellow, Ezra Faroque Khan, Archie Panjabi, Riley Keough",L'histoire vraie d'une adolescente partie faire la fête avec ses amis et qui n'est jamais rentrée.,"Drame, Crime",États-Unis,,11.834555555555555,1,8,7.2,16077,https://image.tmdb.org/t/p/original/4YMpCGsAAHXWGScHsK1sbd7wprE.jpg,28.621,https://www.youtube.com/watch?v=WvjpynsXu2Q,"Under the Bridge Quinn Shephard Lily Gladstone, Vritika Gupta, Chloe Guidry, Javon Walton, Izzy G., Aiyana Goodfellow, Ezra Faroque Khan, Archie Panjabi, Riley Keough L'histoire vraie d'une adolescente partie faire la fête avec ses amis et qui n'est jamais rentrée. Drame, Crime États-Unis","Under the Bridge Quinn Shephard Lily Gladstone , Vritika Gupta , Chloe Guidry , Javon Walton , Izzy G. , Aiyana Goodfellow , Ezra Faroque Khan , Archie Panjabi , Riley Keough le histoire vrai de un adolescent partie faire le fête avec son ami et qui ne être jamais rentrer . drame , Crime États-Unis"
1159,The Imperfects,2022,2022,False,"Shelley Eriksen, Dennis Heaton","Italia Ricci, Morgan Taylor Campbell, Rhianna Jagpal, Iñaki Godoy, Kyra Zagorsky, Celina Martin, Rhys Nicholson","Après qu'une thérapie génique expérimentale les a transformés en monstres, trois jeunes gens d'une vingtaine d'années s'unissent pour traquer le scientifique responsable et l'obliger à les rendre à nouveau humains.","Action & Adventure, Drame, Science-Fiction & Fantastique",Canada,,7.826142857142857,1,10,6.5,8658,https://image.tmdb.org/t/p/original/ntbfqgORC8JRRWQ5pQ56psC2Wot.jpg,18.079,https://www.youtube.com/watch?v=sTJfJoaZrCw,"The Imperfects Shelley Eriksen, Dennis Heaton Italia Ricci, Morgan Taylor Campbell, Rhianna Jagpal, Iñaki Godoy, Kyra Zagorsky, Celina Martin, Rhys Nicholson Après qu'une thérapie génique expérimentale les a transformés en monstres, trois jeunes gens d'une vingtaine d'années s'unissent pour traquer le scientifique responsable et l'obliger à les rendre à nouveau humains. Action & Adventure, Drame, Science-Fiction & Fantastique Canada","The Imperfects Shelley Eriksen , Dennis Heaton Italia Ricci , Morgan Taylor Campbell , Rhianna Jagpal , Iñaki Godoy , Kyra Zagorsky , Celina Martin , rhy Nicholson après que un thérapie génique expérimental le avoir transformer en monstre , trois jeune gens de un vingtaine de année se unir pour traquer le scientifique responsable et le obliger à le rendre à nouveau humain . action et adventure , Drame , Science - Fiction et Fantastique Canada"
1160,I Am Not Okay with This,2020,2020,False,"Jonathan Entwistle, Christy Hall","Sophia Lillis, Wyatt Oleff, Sofia Bryant, Kathleen Rose Perkins","Les tribulations d'une adolescente qui doit faire face à ses relations avec ses camarades de lycée. Elle doit composer aussi avec sa famille quelque peu étrange et appréhender la découverte de sa sexualité. Parallèlement, elle va découvrir les pouvoirs résidant au plus profond d'elle.","Drame, Comédie, Science-Fiction & Fantastique",États-Unis,,13.0455,1,7,7.5,77092,https://image.tmdb.org/t/p/original/aiBu2lZ3Ub2dKbZ4vfOfqcPl3YR.jpg,25.274,https://www.youtube.com/watch?v=5XUzgqfu05I,"I Am Not Okay with This Jonathan Entwistle, Christy Hall Sophia Lillis, Wyatt Oleff, Sofia Bryant, Kathleen Rose Perkins Les tribulations d'une adolescente qui doit faire face à ses relations avec ses camarades de lycée. Elle doit composer aussi avec sa famille quelque peu étrange et appréhender la découverte de sa sexualité. Parallèlement, elle va découvrir les pouvoirs résidant au plus profond d'elle. Drame, Comédie, Science-Fiction & Fantastique États-Unis","i am not Okay with This Jonathan Entwistle , Christy hall Sophia Lillis , Wyatt Oleff , Sofia Bryant , Kathleen Rose perkin le tribulation de un adolescent qui devoir faire face à son relation avec son camarade de lycée . lui devoir composer aussi avec son famille quelque peu étrange et appréhender le découverte de son sexualité . parallèlement , lui aller découvrir le pouvoir résider au plus profond de lui . drame , Comédie , Science - Fiction et Fantastique États-Unis"
1161,"Toi, moi et elle",2016,2020,False,John Scott Shepherd,"Greg Poehler, Rachel Blanchard, Priscilla Faia, Ennis Esmer, Jennifer Spence","Un couple décide d'engager une escort girl pour pimenter leur vie sexuelle, mais les choses prennent un tournant inattendu quand les sentiments s'en mêlent.","Comédie, Drame","Canada, États-Unis",30,9.1584,5,50,7.0,11209,https://image.tmdb.org/t/p/original/zKVvpXJrzv4rDvKH560C4iJta83.jpg,29.273,https://www.youtube.com/watch?v=zc9pCi_f28g,"Toi, moi et elle John Scott Shepherd Greg Poehler, Rachel Blanchard, Priscilla Faia, Ennis Esmer, Jennifer Spence Un couple décide d'engager une escort girl pour pimenter leur vie sexuelle, mais les choses prennent un tournant inattendu quand les sentiments s'en mêlent. Comédie, Drame Canada, États-Unis","toi , moi et lui John Scott Shepherd Greg Poehler , Rachel Blanchard , Priscilla Faia , Ennis esmer , Jennifer Spence un couple décider de engager un escort girl pour pimenter son vie sexuel , mais le chose prendre un tournant inattendu quand le sentiment se en mêlent . comédie , Drame Canada , États-Unis"
1162,La Méthode Kominsky,2018,2021,False,Chuck Lorre,"Michael Douglas, Sarah Baker, Nancy Travis, Kathleen Turner","Pour le professeur d'art dramatique Sandy Kominsky et son meilleur ami Norman Newlander, ce n'est pas parce qu'on vieillit qu'on doit arrêter de bien s'amuser.","Comédie, Drame",États-Unis,25,16.863500000000002,3,22,8.2,44971,https://image.tmdb.org/t/p/original/1RcFjiUZS0ajEVpvHy81QQphgmG.jpg,25.52,https://www.youtube.com/watch?v=x1Xe8NRwSiY,"La Méthode Kominsky Chuck Lorre Michael Douglas, Sarah Baker, Nancy Travis, Kathleen Turner Pour le professeur d'art dramatique Sandy Kominsky et son meilleur ami Norman Newlander, ce n'est pas parce qu'on vieillit qu'on doit arrêter de bien s'amuser. Comédie, Drame États-Unis","le Méthode Kominsky Chuck Lorre michael Douglas , Sarah Baker , Nancy Travis , Kathleen Turner pour le professeur de art dramatique Sandy Kominsky et son meilleur ami Norman Newlander , ce ne être pas parce que on vieillir que on devoir arrêter de bien se amuser . comédie , Drame États-Unis"
1163,Time,2021,2023,False,Jimmy McGovern,"Bella Ramsey, Siobhan Finneran, Jodie Whittaker, Tamara Lawrance","Les conditions de détention des prisonniers au sein du système pénal britannique moderne, vu à travers les yeux de deux hommes très différents, l'un est écroué, l'autre est un gardien.",Drame,Royaume-Uni,58,18.230249999999998,2,6,8.2,28684,https://image.tmdb.org/t/p/original/nSxE6STKTRWb5XLNJgH6q2AKGas.jpg,21.042,https://www.youtube.com/watch?v=xNNyKipz1dY,"Time Jimmy McGovern Bella Ramsey, Siobhan Finneran, Jodie Whittaker, Tamara Lawrance Les conditions de détention des prisonniers au sein du système pénal britannique moderne, vu à travers les yeux de deux hommes très différents, l'un est écroué, l'autre est un gardien. Drame Royaume-Uni","time Jimmy McGovern Bella Ramsey , siobhan Finneran , Jodie Whittaker , Tamara Lawrance le condition de détention de prisonnier au sein de système pénal britannique moderne , voir à travers le oeil de deux homme très différent , le un être écrouer , le autre être un gardien . Drame Royaume - Uni"
1164,Super Hero Family,2010,2011,False,"Greg Berlanti, Jon Harmon Feldman","Michael Chiklis, Julie Benz, Kay Panabaker, Autumn Reeser, Jimmy Bennett, Stephen Collins, Tricia Helfer, Romany Malco","La famille Powell est une famille américaine comme les autres. Mais un jour, alors qu'il survole l'Amazonie, leur avion s'écrase dans la forêt. Suite à cet événement, les Powell se découvrent des pouvoirs surnaturels. Le père, Jim, devient très fort avec des réflexes incroyables. La mère, Stephanie, peut désormais se déplacer à la vitesse de la lumière. Leur fille, Daphne, peut entendre les pensées de n'importe qui, y compris celles de son petit ami de 16 ans. Et le fils, J.J., passe subitement d'abruti à surdoué.","Drame, Science-Fiction & Fantastique, Comédie",États-Unis,42,16.3685,1,20,6.9,17231,https://image.tmdb.org/t/p/original/2Hytyjin1oa8kwpPDTpRiEQvXpL.jpg,29.496,https://www.youtube.com/watch?v=Au3Y5dvknnk,"Super Hero Family Greg Berlanti, Jon Harmon Feldman Michael Chiklis, Julie Benz, Kay Panabaker, Autumn Reeser, Jimmy Bennett, Stephen Collins, Tricia Helfer, Romany Malco La famille Powell est une famille américaine comme les autres. Mais un jour, alors qu'il survole l'Amazonie, leur avion s'écrase dans la forêt. Suite à cet événement, les Powell se découvrent des pouvoirs surnaturels. Le père, Jim, devient très fort avec des réflexes incroyables. La mère, Stephanie, peut désormais se déplacer à la vitesse de la lumière. Leur fille, Daphne, peut entendre les pensées de n'importe qui, y compris celles de son petit ami de 16 ans. Et le fils, J.J., passe subitement d'abruti à surdoué. Drame, Science-Fiction & Fantastique, Comédie États-Unis","super hero Family Greg Berlanti , jon harmon Feldman michael Chiklis , Julie Benz , Kay Panabaker , Autumn Reeser , Jimmy Bennett , Stephen Collins , Tricia Helfer , Romany Malco le famille Powell être un famille américain comme le autre . mais un jour , alors que il survoler le Amazonie , son avion se écraser dans le forêt . suite à ce événement , le Powell se découvrir un pouvoir surnaturel . le père , Jim , devenir très fort avec un réflexe incroyable . le mère , Stephanie , pouvoir désormais se déplacer à le vitesse de le lumière . son fille , Daphne , pouvoir entendre le pensée de ne importer qui , y compris celui de son petit ami de 16 an . et le fils , j.j. , passer subitement de abrutir à surdouer . drame , Science - Fiction et Fantastique , Comédie États-Unis"
1165,Les Croods (Pré)histoires de famille,2021,2023,True,"John Cleese, Chris Sanders, Kirk DeMicco","Kiff VandenHeuvel, Ally Dixon, Darin Brooks, Amy Landecker, Artemis Pebdani, A.J. LoCascio, Amy Rosoff, Matthew Waterson, Abby Trott","Deux familles très différentes unissent leurs forces pour créer une nouvelle communauté, une coopérative d'hommes des cavernes dans la ferme la plus étonnante de l'histoire de la préhistoire !","Animation, Familial, Action & Adventure, Comédie",États-Unis,24,4.599777777777778,8,52,6.8,3598,https://image.tmdb.org/t/p/original/c0x8dGn1eurgf2TxvLHsPBrJKks.jpg,28.271,https://www.youtube.com/watch?v=hDJYrz590XM,"Les Croods (Pré)histoires de famille John Cleese, Chris Sanders, Kirk DeMicco Kiff VandenHeuvel, Ally Dixon, Darin Brooks, Amy Landecker, Artemis Pebdani, A.J. LoCascio, Amy Rosoff, Matthew Waterson, Abby Trott Deux familles très différentes unissent leurs forces pour créer une nouvelle communauté, une coopérative d'hommes des cavernes dans la ferme la plus étonnante de l'histoire de la préhistoire ! Animation, Familial, Action & Adventure, Comédie États-Unis","le Croods ( pré)histoire de famille John Cleese , Chris Sanders , Kirk DeMicco kiff vandenheuvel , ally Dixon , Darin Brooks , Amy Landecker , Artemis Pebdani , A.J. locascio , Amy Rosoff , Matthew Waterson , Abby Trott Deux famille très différent unir leur force pour créer un nouveau communauté , un coopérative de homme de caverne dans le ferme le plus étonnant de le histoire de le préhistoire ! animation , Familial , action et adventure , comédie États-Unis"
1166,Bonnie & Clyde,2013,2013,False,,"Holliday Grainger, Emile Hirsch, Sarah Hyland, Lane Garrison, William Hurt, Holly Hunter, Austin Hébert, Elizabeth Reaser, Dale Dickey","Dans le Texas des années 1920, Clyde Barrow, qui a déjà eu quelques problèmes avec la justice, tombe amoureux de Bonnie Parker, jeune femme qui vient d'épouser un homme qui la délaisse rapidement. Elle rêve de devenir actrice et de connaître la célébrité. Mais sa carrière ne décolle pas. Elle se laisse séduire par Clyde, avec qui elle ne tarde pas à tomber dans la délinquance, grisée par l'idée de voir son nom dans les journaux.","Drame, Crime",États-Unis,,16.579555555555558,1,2,6.4,6056,https://image.tmdb.org/t/p/original/nBx1uz5Tj5aiiuztYolZJbvYhtJ.jpg,17.81,https://www.youtube.com/watch?v=pXTu1aSmdyc,"Bonnie & Clyde  Holliday Grainger, Emile Hirsch, Sarah Hyland, Lane Garrison, William Hurt, Holly Hunter, Austin Hébert, Elizabeth Reaser, Dale Dickey Dans le Texas des années 1920, Clyde Barrow, qui a déjà eu quelques problèmes avec la justice, tombe amoureux de Bonnie Parker, jeune femme qui vient d'épouser un homme qui la délaisse rapidement. Elle rêve de devenir actrice et de connaître la célébrité. Mais sa carrière ne décolle pas. Elle se laisse séduire par Clyde, avec qui elle ne tarde pas à tomber dans la délinquance, grisée par l'idée de voir son nom dans les journaux. Drame, Crime États-Unis","Bonnie et Clyde   Holliday Grainger , Emile Hirsch , Sarah Hyland , Lane Garrison , William Hurt , Holly Hunter , Austin Hébert , Elizabeth Reaser , Dale Dickey dans le Texas de année 1920 , Clyde Barrow , qui avoir déjà avoir quelque problème avec le justice , tombe amoureux de Bonnie Parker , jeune femme qui venir de épouser un homme qui le délaisse rapidement . lui rêve de devenir acteur et de connaître le célébrité . mais son carrière ne décoller pas . lui se laisse séduir par Clyde , avec qui lui ne tarder pas à tomber dans le délinquance , griser par le idée de voir son nom dans le journal . drame , Crime États-Unis"
1167,Superbook,2011,2021,True,Bryant Paul Richardson,"Nicole Oliver, Colin Murdock, Sam Vincent, Shannon Chan-Kent, Cathy Weseluck, Jan Rabson","Trois fidèles compagnons, Chris, son meilleur ami robot Gizmo et Aline, vivent de drôles d'aventures lorsqu'un mystérieux dispositif, le Superbook, les projette dans des passages de la Bible.","Animation, Kids, Familial",États-Unis,26,5.768999999999999,5,68,6.8,449,https://image.tmdb.org/t/p/original/4gxPU54vvA5ZGaICzwDXAQY5SvR.jpg,20.693,https://www.youtube.com/watch?v=kiDQI7Ymkwc,"Superbook Bryant Paul Richardson Nicole Oliver, Colin Murdock, Sam Vincent, Shannon Chan-Kent, Cathy Weseluck, Jan Rabson Trois fidèles compagnons, Chris, son meilleur ami robot Gizmo et Aline, vivent de drôles d'aventures lorsqu'un mystérieux dispositif, le Superbook, les projette dans des passages de la Bible. Animation, Kids, Familial États-Unis","Superbook Bryant Paul Richardson Nicole Oliver , Colin Murdock , Sam Vincent , shannon Chan - kent , Cathy Weseluck , Jan Rabson Trois fidèle compagnon , Chris , son meilleur ami robot Gizmo et Aline , vivre de drôle de aventure lorsque un mystérieux dispositif , le Superbook , le projette dans un passage de le bible . animation , Kids , Familial États-Unis"
1168,Bienvenue à Wrexham,2022,2024,True,,"Ryan Reynolds, Rob McElhenney","Rob McElhenney et Ryan Reynolds sont les nouveaux dirigeants du Wrexham Football Club. Ils tentent de transformer cette équipe en difficulté en un outsider aimé du public. Des paillettes d'Hollywood au Pays de Galles, cette série documentaire suit les déboires de ces propriétaires sans expérience et montre les liens forts qui unissent l'équipe et sa ville.",Documentaire,États-Unis,,33.7735,3,41,8.3,22249,https://image.tmdb.org/t/p/original/nJ2QY7GrqwmL0s4MjXAShBs5kjy.jpg,23.52,https://www.youtube.com/watch?v=sejGSym1kFw,"Bienvenue à Wrexham  Ryan Reynolds, Rob McElhenney Rob McElhenney et Ryan Reynolds sont les nouveaux dirigeants du Wrexham Football Club. Ils tentent de transformer cette équipe en difficulté en un outsider aimé du public. Des paillettes d'Hollywood au Pays de Galles, cette série documentaire suit les déboires de ces propriétaires sans expérience et montre les liens forts qui unissent l'équipe et sa ville. Documentaire États-Unis","Bienvenue à Wrexham   Ryan Reynolds , Rob mcelhenney Rob mcelhenney et Ryan Reynolds être le nouveau dirigeant de Wrexham football club . il tenter de transformer ce équipe en difficulter en un outsider aimé de public . un paillette de hollywood au pays de Galles , ce série documentaire suivre le déboire de ce propriétaire sans expérience et montr le lien fort qui unir le équipe et son ville . documentaire États-Unis"
1169,Le Snoopy show,2021,2023,True,"Alex Galatis, Rob Boutilier, Mark Evestaff","Ethan Pugiotto, Terry McGurrin, Rob Tinkler, Christian Dal Dosso, Isabella Leo, Wyatt White, Holly Gorski, Hattie Kragten, Isis Moore, Milo Toriel-McGibbon, Seán Cullen, Julie Lemieux, David Berni","Le plus acrobate, le plus intelligent et le plus rêveur de tous les chiens est de retour pour de nouvelles aventures, entouré de son meilleur ami Woodstock et du reste de ses fidèles compagnons.",Animation,États-Unis,22,2.945923076923077,3,39,8.1,892,https://image.tmdb.org/t/p/original/dTobNyy3667J07F4OvMEl93ufUL.jpg,28.47,https://www.youtube.com/watch?v=9tIgwYjNhkQ,"Le Snoopy show Alex Galatis, Rob Boutilier, Mark Evestaff Ethan Pugiotto, Terry McGurrin, Rob Tinkler, Christian Dal Dosso, Isabella Leo, Wyatt White, Holly Gorski, Hattie Kragten, Isis Moore, Milo Toriel-McGibbon, Seán Cullen, Julie Lemieux, David Berni Le plus acrobate, le plus intelligent et le plus rêveur de tous les chiens est de retour pour de nouvelles aventures, entouré de son meilleur ami Woodstock et du reste de ses fidèles compagnons. Animation États-Unis","le snoopy show Alex Galatis , Rob Boutilier , Mark Evestaff Ethan Pugiotto , Terry McGurrin , Rob Tinkler , Christian Dal Dosso , Isabella Leo , Wyatt White , Holly Gorski , hattie Kragten , Isis Moore , Milo Toriel - McGibbon , Seán Cullen , Julie Lemieux , David Berni le plus acrobat , le plus intelliger et le plus rêveur de tout le chien être de retour pour de nouveau aventure , entourer de son meilleur ami Woodstock et de reste de son fidèle compagnon . animation États-Unis"
1170,First Kill,2022,2022,False,V. E. Schwab,"Sarah Catherine Hook, Imani Lewis, Elizabeth Mitchell, Aubin Wise, Gracie Dzienny, Dominic Goodman, Phillip Mullings Jr., Jason R. Moore, Will Swenson","Afin de prendre pleinement sa place au sein de sa famille de vampires, le temps est venu pour Juliette de faire sa première victime. C'est décidé : sa proie sera Calliope, fraîchement débarquée en ville. Mais Juliette découvre bientôt que Calliope est en réalité une tueuse de vampires...","Drame, Mystère",États-Unis,,9.176666666666668,1,8,6.5,29927,https://image.tmdb.org/t/p/original/hwSy1vVaRzV70ZvAEsl6FGOHNlH.jpg,17.677,https://www.youtube.com/watch?v=oLG2E04bShA,"First Kill V. E. Schwab Sarah Catherine Hook, Imani Lewis, Elizabeth Mitchell, Aubin Wise, Gracie Dzienny, Dominic Goodman, Phillip Mullings Jr., Jason R. Moore, Will Swenson Afin de prendre pleinement sa place au sein de sa famille de vampires, le temps est venu pour Juliette de faire sa première victime. C'est décidé : sa proie sera Calliope, fraîchement débarquée en ville. Mais Juliette découvre bientôt que Calliope est en réalité une tueuse de vampires... Drame, Mystère États-Unis","first Kill V. E. Schwab Sarah catherine hook , Imani Lewis , elizabeth Mitchell , aubin Wise , Gracie Dzienny , Dominic Goodman , Phillip Mullings Jr . , jason r. Moore , Will Swenson afin de prendre pleinement son place au sein de son famille de vampire , le temps être venir pour juliette de faire son premier victime . ce être décider : son proie être Calliope , fraîchement débarquer en ville . mais Juliette découvrir bientôt que Calliope être en réalité un tueur de vampire ... Drame , Mystère États-Unis"
1171,Chapelwaite,2021,2021,False,"Peter Filardi, Jason Filardi","Adrien Brody, Emily Hampshire, Jennifer Ens, Sirena Gulamgaus, Ian Ho","Dans les années 1850, le capitaine Charles Boone déménage sa famille de trois enfants dans sa maison ancestrale dans la petite ville apparemment endormie de Preacher's Corners, dans le Maine, après la mort de sa femme en mer. Charles devra bientôt affronter les secrets de l'histoire sordide de sa famille et se battre pour mettre fin aux ténèbres qui affligent les Boones depuis des générations.","Drame, Mystère",États-Unis,,20.5276,1,10,7.2,12730,https://image.tmdb.org/t/p/original/v7Oix3Zkhg3ftRxmLmyDBJc9ycp.jpg,21.911,https://www.youtube.com/watch?v=SrzS3YS78i4,"Chapelwaite Peter Filardi, Jason Filardi Adrien Brody, Emily Hampshire, Jennifer Ens, Sirena Gulamgaus, Ian Ho Dans les années 1850, le capitaine Charles Boone déménage sa famille de trois enfants dans sa maison ancestrale dans la petite ville apparemment endormie de Preacher's Corners, dans le Maine, après la mort de sa femme en mer. Charles devra bientôt affronter les secrets de l'histoire sordide de sa famille et se battre pour mettre fin aux ténèbres qui affligent les Boones depuis des générations. Drame, Mystère États-Unis","chapelwaite Peter Filardi , Jason Filardi Adrien Brody , Emily Hampshire , Jennifer Ens , Sirena Gulamgaus , Ian Ho dans le année 1850 , le capitaine Charles Boone déménager son famille de trois enfant dans son maison ancestral dans le petit ville apparemment endormie de preacher' s corner , dans le Maine , après le mort de son femme en mer . Charles devoir bientôt affronter le secret de le histoire sordide de son famille et se battre pour mettre fin à ténèbre qui affliger le boone depuis un génération . drame , Mystère États-Unis"
1172,Ratched,2020,2020,False,Evan Romansky,"Sarah Paulson, Finn Wittrock, Jon Jon Briones, Judy Davis, Cynthia Nixon, Vincent D'Onofrio, Amanda Plummer, Alice Englert, Charlie Carver, Sharon Stone, Corey Stoll","En 1947, Mildred Ratched est engagée comme infirmière dans un hôpital psychiatrique de renom. Mais sous son impeccable apparence couve une noirceur grandissante.","Mystère, Drame, Crime",États-Unis,,13.628727272727273,1,8,7.3,73598,https://image.tmdb.org/t/p/original/mDakjPhBYXIKSgeDiWl7hBzvsrD.jpg,20.885,https://www.youtube.com/watch?v=bT6DLugaJLo,"Ratched Evan Romansky Sarah Paulson, Finn Wittrock, Jon Jon Briones, Judy Davis, Cynthia Nixon, Vincent D'Onofrio, Amanda Plummer, Alice Englert, Charlie Carver, Sharon Stone, Corey Stoll En 1947, Mildred Ratched est engagée comme infirmière dans un hôpital psychiatrique de renom. Mais sous son impeccable apparence couve une noirceur grandissante. Mystère, Drame, Crime États-Unis","Ratched Evan romansky Sarah Paulson , Finn Wittrock , Jon Jon Briones , Judy Davis , cynthia Nixon , vincent de Onofrio , Amanda Plummer , alice Englert , Charlie carver , Sharon Stone , Corey Stoll en 1947 , Mildred Ratched être engager comme infirmier dans un hôpital psychiatrique de renom . mais sou son impeccable apparence couv un noirceur grandissant . mystère , Drame , Crime États-Unis"
